empreendimento;ano;mes;ano_mes;produto;id_produto;safra;uf;municipio;cod_ibge;unidade_comercializacao;vlr_custo_variavel_ha;vlr_custo_variavel_unidade;vlr_custo_fixo_ha;vlr_custo_fixo_unidade;vlr_renda_fator_ha;vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;MILHO                                   ;4742;1Âª SAFRA                                ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;2379.685;23.825;327.515;3.425;675.025;6.86
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;MILHO                                   ;4742;1Âª SAFRA                                ;RS;SANTO Ã‚NGELO-RS                                   ;4317509;60 kg   ;2165.84;21.555;288.82;2.865;584.49;5.975
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;MILHO                                   ;4742;2Âª SAFRA                                ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;1640.3;18.24;127.09;1.41;270.2;3.0
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;MARECHAL CÃ‚NDIDO RONDON-PR                        ;4114609;t       ;5875.0;193.255;666.47;23.41;1558.53;54.85
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SISAL                                   ;4604;TODAS                                   ;BA;CAMPO FORMOSO-BA                                  ;2906006;kg      ;4974.72;2.71;171.0;0.09;141.58;0.08
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SISAL                                   ;4604;TODAS                                   ;BA;VALENTE-BA                                        ;2933000;kg      ;4568.09;2.47;0.0;0.0;364.05;0.2
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;BA;BARREIRAS-BA                                      ;2903201;60 kg   ;1818.77;36.38;263.1;5.26;1059.66;21.2
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;2619.22;43.66;612.78;10.22;664.2;11.07
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;60 kg   ;2288.91;43.59;316.95;6.04;608.99;11.6
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;2052.41;37.36;149.29;2.71;399.27;7.26
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;1854.4;35.66;536.88;10.33;326.42;6.28
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;2147.38;41.3;365.1;7.02;489.65;9.42
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;60 kg   ;1985.95;38.4;352.62;6.82;626.96;12.14
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;2166.055;41.7;198.92;3.825;367.97;7.08
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;MT;PRIMAVERA DO LESTE-MT                             ;5107040;60 kg   ;2468.56;45.715;242.705;4.5;389.62;7.22
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;2054.705;39.18;201.785;3.855;142.92;2.73
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;PR;CAMPO MOURÃƒO-PR                                   ;4104303;60 kg   ;1372.33;27.46;332.36;6.65;578.57;11.57
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;2521.19;42.635;449.65;7.605;1287.54;21.77
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;2140.48;42.86;1459.64;29.19;239.86;4.79
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;1778.15;39.49;253.06;5.62;775.8;17.24
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;RS;SÃƒO LUIZ GONZAGA-RS                               ;4318903;60 kg   ;1365.73;37.25;322.98;8.81;382.19;10.42
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SOJA                                    ;4744;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;2281.83;44.17;284.87;5.52;296.99;5.74
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SORGO GRANIFERO                         ;4745;TODAS                                   ;GO;RIO VERDE-GO                                      ;5218805;60 kg   ;1007.85;17.29;254.98;4.37;393.13;6.74
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SORGO GRANIFERO                         ;4745;TODAS                                   ;MG;UNAÃ-MG                                           ;3170404;60 kg   ;1128.08;19.37;234.54;4.02;430.18;7.37
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SORGO GRANIFERO                         ;4745;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;60 kg   ;854.63;13.17;349.13;5.38;504.46;7.76
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SORGO GRANIFERO                         ;4745;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;60 kg   ;982.83;14.07;203.39;2.91;360.74;5.16
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;SORGO GRANIFERO                         ;4745;TODAS                                   ;TO;PEDRO AFONSO-TO                                   ;1716505;60 kg   ;620.01;19.07;124.82;3.83;265.1;8.15
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11238;TODAS                                   ;DF;BRASÃLIA-DF                                       ;5300108;60 kg   ;4443.815;44.44;789.24;7.9;1056.62;10.57
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;MG;SÃƒO GOTARDO-MG                                    ;3162104;60 kg   ;3511.82;41.28;770.06;9.05;2280.82;26.84
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;MS;LAGUNA CARAPÃƒ-MS                                  ;5005251;60 kg   ;1332.19;34.75;141.88;3.7;553.01;14.43
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;PR;CASCAVEL-PR                                       ;4104808;60 kg   ;1800.18;38.57;441.21;9.45;1263.15;27.07
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;1853.56;42.81;260.16;6.0;1256.91;29.01
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;PR;UBIRATÃƒ-PR                                        ;4128005;60 kg   ;1450.03;34.77;279.5;6.7;1240.19;29.77
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;RS;CRUZ ALTA-RS                                      ;4306106;60 kg   ;1847.62;38.24;389.49;8.06;786.85;16.28
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRIGO                                   ;11153;TODAS                                   ;RS;PASSO FUNDO-RS                                    ;4314100;60 kg   ;1754.15;36.27;339.38;7.02;711.64;14.72
AGRICULTURA EMPRESARIAL                 ;2018;3;201803;TRITICALE                               ;11315;TODAS                                   ;PR;PONTA GROSSA-PR                                   ;4119905;60 kg   ;974.71;23.4;329.81;7.92;794.9;19.08
AGRICULTURA EMPRESARIAL                 ;2018;4;201804;SORGO GRANIFERO                         ;4745;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;60 kg   ;867.99;13.37;351.0;5.4;537.33;8.27
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;BA;BARREIRAS-BA                                      ;2903201;15 kg   ;6543.96;62.56;627.39;5.81;1250.38;11.58
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;GO;CRISTALINA-GO                                     ;5206206;15 kg   ;5644.51;53.29;390.7;3.5;924.98;8.26
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MS;CHAPADÃƒO DO SUL-MS                                ;5002951;15 kg   ;5355.56;52.23;586.77;5.44;798.53;7.39
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO NOVO DO PARECIS-MT                          ;5102637;15 kg   ;7674.42;73.49;575.25;5.4;531.93;4.99
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;CAMPO VERDE-MT                                    ;5102678;15 kg   ;6587.13;67.81;681.99;6.83;523.19;5.23
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ALGODAO EM PLUMA                        ;11182;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;15 kg   ;7739.59;79.12;700.97;7.01;648.27;6.48
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;AMENDOIM                                ;4674;TODAS                                   ;SP;JABOTICABAL-SP                                    ;3524303;25 kg   ;4363.64;26.43;458.79;2.77;1127.63;6.84
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;AMENDOIM                                ;4674;TODAS                                   ;SP;TUPÃƒ-SP                                           ;3555000;25 kg   ;4715.03;27.73;864.11;5.08;409.3;2.4
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;4686;TODAS                                   ;MA;BALSAS-MA                                         ;2101400;60 kg   ;1479.39;36.97;430.57;10.75;333.33;8.34
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;4685;TODAS                                   ;MT;SORRISO-MT                                        ;5107925;60 kg   ;2351.67;39.2;504.24;8.4;497.41;8.29
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;4685;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;60 kg   ;4479.04;33.61;373.66;2.8;264.82;1.99
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;5634.68;39.14;675.49;4.7;821.62;5.71
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;11159;TODAS                                   ;RS;PELOTAS-RS                                        ;4314407;50 kg   ;6002.27;38.25;441.52;2.82;582.42;3.71
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;11159;TODAS                                   ;RS;SANTO ANTÃ”NIO DA PATRULHA-RS                      ;4317608;50 kg   ;5246.57;38.05;603.55;4.37;739.77;5.36
AGRICULTURA EMPRESARIAL                 ;2018;5;201805;ARROZ                                   ;11159;TODAS                                   ;RS;URUGUAIANA-RS                                     ;4322400;50 kg   ;5762.99;36.07;426.12;2.66;794.49;4.96
